,frac_datapoints_explored,Metrics.ACCURACY_at_datavalues,axis
RandomEvaluator(),0.096,0.6259999871253967,0.09973771193899718
RandomEvaluator(),0.097,0.6200000047683716,0.10027537899678164
RandomEvaluator(),0.098,0.6460000276565552,0.1003062220228026
RandomEvaluator(),0.099,0.6460000276565552,0.10060739450031969
RandomEvaluator(),0.1,0.6480000019073486,0.10077097201491717
RandomEvaluator(),0.101,0.6460000276565552,0.10189218020973188
RandomEvaluator(),0.102,0.656000018119812,0.1022031550021119
RandomEvaluator(),0.103,0.6359999775886536,0.10306683933771368
RandomEvaluator(),0.104,0.6380000114440918,0.10371960638849194
RandomEvaluator(),0.105,0.6399999856948853,0.10413248523621227
RandomEvaluator(),0.106,0.6660000085830688,0.10458986365466813
RandomEvaluator(),0.107,0.671999990940094,0.10565074385997576
RandomEvaluator(),0.108,0.671999990940094,0.1065643741977551
RandomEvaluator(),0.109,0.6700000166893005,0.10793139692975251
RandomEvaluator(),0.11,0.6700000166893005,0.10918752834800724
RandomEvaluator(),0.111,0.6819999814033508,0.11029663544782747
RandomEvaluator(),0.112,0.6819999814033508,0.111408566600933
RandomEvaluator(),0.113,0.6840000152587891,0.11207732047623219
RandomEvaluator(),0.114,0.6759999990463257,0.11335553375934543
RandomEvaluator(),0.115,0.6759999990463257,0.11339105603445265
RandomEvaluator(),0.116,0.6880000233650208,0.11563807830406915
RandomEvaluator(),0.117,0.6819999814033508,0.1163289886517447
RandomEvaluator(),0.118,0.6800000071525574,0.11768068872701866
RandomEvaluator(),0.119,0.671999990940094,0.12033450577155753
RandomEvaluator(),0.12,0.6660000085830688,0.12094203321213579
RandomEvaluator(),0.121,0.6779999732971191,0.12146447503274045
RandomEvaluator(),0.122,0.6759999990463257,0.12433125604750331
RandomEvaluator(),0.123,0.6779999732971191,0.12691279471845657
RandomEvaluator(),0.124,0.6779999732971191,0.12718580714240538
RandomEvaluator(),0.125,0.6759999990463257,0.1275014655014037
RandomEvaluator(),0.126,0.6759999990463257,0.12895457824383705
RandomEvaluator(),0.127,0.6880000233650208,0.12979506411643968
RandomEvaluator(),0.128,0.6899999976158142,0.12994448189939106
RandomEvaluator(),0.129,0.6840000152587891,0.13037194612682204
RandomEvaluator(),0.13,0.6840000152587891,0.1306694703270196
RandomEvaluator(),0.131,0.6840000152587891,0.13075317835855282
RandomEvaluator(),0.132,0.6840000152587891,0.13098731578623027
RandomEvaluator(),0.133,0.6919999718666077,0.13297198476564165
RandomEvaluator(),0.134,0.6919999718666077,0.13381974057498283
RandomEvaluator(),0.135,0.6899999976158142,0.13453049495378108
RandomEvaluator(),0.136,0.6899999976158142,0.1350856051717412
RandomEvaluator(),0.137,0.6859999895095825,0.13583135423370504
RandomEvaluator(),0.138,0.6840000152587891,0.13976562893569297
RandomEvaluator(),0.139,0.6679999828338623,0.14185884062824214
RandomEvaluator(),0.14,0.6779999732971191,0.14208920929214622
RandomEvaluator(),0.141,0.6800000071525574,0.14260409496883028
RandomEvaluator(),0.142,0.6840000152587891,0.14307835177141137
RandomEvaluator(),0.143,0.6840000152587891,0.14314246691412247
RandomEvaluator(),0.144,0.6840000152587891,0.14347654797382242
RandomEvaluator(),0.145,0.6880000233650208,0.14385195453984664
RandomEvaluator(),0.146,0.6880000233650208,0.14519007181954569
RandomEvaluator(),0.147,0.6880000233650208,0.14528294278054313
RandomEvaluator(),0.148,0.6859999895095825,0.1460341607699495
RandomEvaluator(),0.149,0.6779999732971191,0.1464577897492537
RandomEvaluator(),0.15,0.6880000233650208,0.14685208022111326
RandomEvaluator(),0.151,0.6940000057220459,0.14746396776820087
RandomEvaluator(),0.152,0.699999988079071,0.14844564359189708
RandomEvaluator(),0.153,0.6919999718666077,0.15200479667767217
RandomEvaluator(),0.154,0.6899999976158142,0.15517616131474954
RandomEvaluator(),0.155,0.6940000057220459,0.15567352701603293
RandomEvaluator(),0.156,0.6880000233650208,0.15642992183674562
RandomEvaluator(),0.157,0.6899999976158142,0.15668840480060867
RandomEvaluator(),0.158,0.6880000233650208,0.156879224063442
RandomEvaluator(),0.159,0.6899999976158142,0.1569744092994107
RandomEvaluator(),0.16,0.6940000057220459,0.16037428579248275
RandomEvaluator(),0.161,0.6940000057220459,0.16310024608931503
RandomEvaluator(),0.162,0.6980000138282776,0.16496880393446198
RandomEvaluator(),0.163,0.7020000219345093,0.16655673773722812
RandomEvaluator(),0.164,0.7020000219345093,0.1690105931293508
RandomEvaluator(),0.165,0.6959999799728394,0.16941129360685037
RandomEvaluator(),0.166,0.6959999799728394,0.16953767618172522
RandomEvaluator(),0.167,0.6959999799728394,0.17093250270274027
RandomEvaluator(),0.168,0.6940000057220459,0.17172195362371084
RandomEvaluator(),0.169,0.6959999799728394,0.17291890371538304
RandomEvaluator(),0.17,0.7020000219345093,0.17323242540553024
RandomEvaluator(),0.171,0.699999988079071,0.1743146244687006
RandomEvaluator(),0.172,0.6980000138282776,0.1767525005368161
RandomEvaluator(),0.173,0.7179999947547913,0.17764888535662607
RandomEvaluator(),0.174,0.7179999947547913,0.17815181819186487
RandomEvaluator(),0.175,0.7179999947547913,0.1786293029362013
RandomEvaluator(),0.176,0.7080000042915344,0.1798514810148799
RandomEvaluator(),0.177,0.7059999704360962,0.18091475668349202
RandomEvaluator(),0.178,0.7059999704360962,0.18114798061385096
RandomEvaluator(),0.179,0.7120000123977661,0.18181520018875702
RandomEvaluator(),0.18,0.7099999785423279,0.18328174403529843
RandomEvaluator(),0.181,0.7139999866485596,0.18419144698532444
RandomEvaluator(),0.182,0.7099999785423279,0.1844590441117458
RandomEvaluator(),0.183,0.7099999785423279,0.18501361582338546
RandomEvaluator(),0.184,0.7139999866485596,0.185881428299614
RandomEvaluator(),0.185,0.7020000219345093,0.18612106794690778
RandomEvaluator(),0.186,0.7139999866485596,0.18749902774652055
RandomEvaluator(),0.187,0.7160000205039978,0.19118492148506017
RandomEvaluator(),0.188,0.7160000205039978,0.193184113843267
RandomEvaluator(),0.189,0.7099999785423279,0.19611280510044884
RandomEvaluator(),0.19,0.7160000205039978,0.19639347687670639
RandomEvaluator(),0.191,0.7120000123977661,0.19698646282578547
RandomEvaluator(),0.192,0.7120000123977661,0.19733229511227424
RandomEvaluator(),0.193,0.7120000123977661,0.19759989107914228
RandomEvaluator(),0.194,0.699999988079071,0.1987778391872696
RandomEvaluator(),0.195,0.6940000057220459,0.19944438791128025
RandomEvaluator(),0.196,0.7039999961853027,0.19965784550300889
RandomEvaluator(),0.197,0.7059999704360962,0.2017406675017747
RandomEvaluator(),0.198,0.7059999704360962,0.20312732310959208
RandomEvaluator(),0.199,0.7059999704360962,0.20340447046619417
RandomEvaluator(),0.2,0.7139999866485596,0.2061584549973896
RandomEvaluator(),0.201,0.7139999866485596,0.20630297336364167
RandomEvaluator(),0.202,0.7080000042915344,0.20888742996433443
RandomEvaluator(),0.203,0.7080000042915344,0.20925692089818054
RandomEvaluator(),0.204,0.7059999704360962,0.21150072717025759
RandomEvaluator(),0.205,0.7080000042915344,0.21249770679950378
RandomEvaluator(),0.206,0.7120000123977661,0.21336934968430424
RandomEvaluator(),0.207,0.7120000123977661,0.21339836774791301
RandomEvaluator(),0.208,0.7179999947547913,0.21536974699663847
RandomEvaluator(),0.209,0.7139999866485596,0.21738545679786364
RandomEvaluator(),0.21,0.7059999704360962,0.22238221712872955
RandomEvaluator(),0.211,0.7039999961853027,0.22250242438975562
RandomEvaluator(),0.212,0.6980000138282776,0.22259103309071637
RandomEvaluator(),0.213,0.7059999704360962,0.223054526305077
RandomEvaluator(),0.214,0.7020000219345093,0.22411405546268684
RandomEvaluator(),0.215,0.699999988079071,0.22610070823083797
RandomEvaluator(),0.216,0.6980000138282776,0.22688481045859094
RandomEvaluator(),0.217,0.6980000138282776,0.23174504368002216
RandomEvaluator(),0.218,0.6980000138282776,0.23205438571343662
RandomEvaluator(),0.219,0.6959999799728394,0.23281172377135373
RandomEvaluator(),0.22,0.7120000123977661,0.2337146077971003
RandomEvaluator(),0.221,0.7059999704360962,0.23409013261820955
RandomEvaluator(),0.222,0.7179999947547913,0.23429636013198235
RandomEvaluator(),0.223,0.7239999771118164,0.23487309124317893
RandomEvaluator(),0.224,0.7260000109672546,0.23590395318402688
RandomEvaluator(),0.225,0.7239999771118164,0.23692610091315588
RandomEvaluator(),0.226,0.7260000109672546,0.23780042711165103
RandomEvaluator(),0.227,0.7300000190734863,0.23868206974346995
RandomEvaluator(),0.228,0.7239999771118164,0.24027832326972529
RandomEvaluator(),0.229,0.722000002861023,0.24170688920229336
RandomEvaluator(),0.23,0.7160000205039978,0.24255322935131837
RandomEvaluator(),0.231,0.7200000286102295,0.24274424852599596
RandomEvaluator(),0.232,0.7160000205039978,0.24276962567700486
RandomEvaluator(),0.233,0.7200000286102295,0.24307985882064662
RandomEvaluator(),0.234,0.7200000286102295,0.24310921090902998
RandomEvaluator(),0.235,0.7200000286102295,0.24387748773349166
RandomEvaluator(),0.236,0.7200000286102295,0.24390455017773446
RandomEvaluator(),0.237,0.7239999771118164,0.24458620842089404
RandomEvaluator(),0.238,0.7239999771118164,0.24511437556129453
RandomEvaluator(),0.239,0.7279999852180481,0.24575711510628306
RandomEvaluator(),0.24,0.7279999852180481,0.24631008456527664
RandomEvaluator(),0.241,0.7279999852180481,0.24660397319078242
RandomEvaluator(),0.242,0.7279999852180481,0.24894029674420212
RandomEvaluator(),0.243,0.7160000205039978,0.24922702832960694
RandomEvaluator(),0.244,0.7160000205039978,0.25095517884444996
RandomEvaluator(),0.245,0.7200000286102295,0.2514856319974037
RandomEvaluator(),0.246,0.7200000286102295,0.2524842129234451
RandomEvaluator(),0.247,0.7179999947547913,0.25343700871213615
RandomEvaluator(),0.248,0.722000002861023,0.2543012142568414
RandomEvaluator(),0.249,0.722000002861023,0.2546691000829278
RandomEvaluator(),0.25,0.7239999771118164,0.25509249646175713
RandomEvaluator(),0.251,0.7179999947547913,0.2552083885318439
RandomEvaluator(),0.252,0.7179999947547913,0.2555349045604638
RandomEvaluator(),0.253,0.7179999947547913,0.2557668620697595
RandomEvaluator(),0.254,0.7160000205039978,0.25749521342668014
RandomEvaluator(),0.255,0.7200000286102295,0.2608694333634639
RandomEvaluator(),0.256,0.7160000205039978,0.26263545262654336
RandomEvaluator(),0.257,0.722000002861023,0.26333371331869976
RandomEvaluator(),0.258,0.7179999947547913,0.2636060831254066
RandomEvaluator(),0.259,0.722000002861023,0.26379944698491475
RandomEvaluator(),0.26,0.7200000286102295,0.26495748595559226
RandomEvaluator(),0.261,0.722000002861023,0.2653412910581013
RandomEvaluator(),0.262,0.7139999866485596,0.26555032771801307
RandomEvaluator(),0.263,0.722000002861023,0.2661059172388106
RandomEvaluator(),0.264,0.722000002861023,0.26631334268319634
RandomEvaluator(),0.265,0.7239999771118164,0.26720622676497574
RandomEvaluator(),0.266,0.722000002861023,0.2678872666424001
RandomEvaluator(),0.267,0.7239999771118164,0.267921934442977
RandomEvaluator(),0.268,0.7239999771118164,0.2704332794740416
RandomEvaluator(),0.269,0.7239999771118164,0.270966052985102
RandomEvaluator(),0.27,0.7260000109672546,0.2714495597223458
RandomEvaluator(),0.271,0.7239999771118164,0.2721628268982146
RandomEvaluator(),0.272,0.7260000109672546,0.2728181674001973
RandomEvaluator(),0.273,0.7260000109672546,0.2745352937092684
RandomEvaluator(),0.274,0.722000002861023,0.2750943901939853
RandomEvaluator(),0.275,0.7239999771118164,0.27548327032454706
RandomEvaluator(),0.276,0.7239999771118164,0.27639277120096933
RandomEvaluator(),0.277,0.7239999771118164,0.2771887194782735
RandomEvaluator(),0.278,0.7239999771118164,0.2778839602948785
RandomEvaluator(),0.279,0.7260000109672546,0.2788807112505182
RandomEvaluator(),0.28,0.7260000109672546,0.27941183722591434
RandomEvaluator(),0.281,0.7260000109672546,0.2800382968593612
RandomEvaluator(),0.282,0.7279999852180481,0.2803312901557891
RandomEvaluator(),0.283,0.7279999852180481,0.2808225150864666
RandomEvaluator(),0.284,0.7279999852180481,0.2809159038902164
RandomEvaluator(),0.285,0.722000002861023,0.28300704636419544
RandomEvaluator(),0.286,0.7179999947547913,0.28404516692085663
RandomEvaluator(),0.287,0.7160000205039978,0.28473277281855197
RandomEvaluator(),0.288,0.7179999947547913,0.28600902039460463
RandomEvaluator(),0.289,0.7260000109672546,0.2861112660881337
RandomEvaluator(),0.29,0.7160000205039978,0.28702052087318125
RandomEvaluator(),0.291,0.7080000042915344,0.287594221728595
RandomEvaluator(),0.292,0.7099999785423279,0.28783724464584576
RandomEvaluator(),0.293,0.7120000123977661,0.2881241555487291
RandomEvaluator(),0.294,0.7080000042915344,0.29071788508603685
RandomEvaluator(),0.295,0.7059999704360962,0.2909144697218313
RandomEvaluator(),0.296,0.7099999785423279,0.2915570568373895
RandomEvaluator(),0.297,0.7099999785423279,0.2931836929336189
RandomEvaluator(),0.298,0.7179999947547913,0.2936860351772021
RandomEvaluator(),0.299,0.7179999947547913,0.2940460757153815
RandomEvaluator(),0.3,0.7200000286102295,0.2944811297875447
RandomEvaluator(),0.301,0.7200000286102295,0.29515473361240213
RandomEvaluator(),0.302,0.722000002861023,0.2958180696948883
RandomEvaluator(),0.303,0.7260000109672546,0.29917534432296294
RandomEvaluator(),0.304,0.7260000109672546,0.299591808320492
RandomEvaluator(),0.305,0.722000002861023,0.300031243792905
RandomEvaluator(),0.306,0.7239999771118164,0.30007118169438773
RandomEvaluator(),0.307,0.7260000109672546,0.30017448166605787
RandomEvaluator(),0.308,0.7279999852180481,0.3023773518602594
RandomEvaluator(),0.309,0.7279999852180481,0.302596909841416
RandomEvaluator(),0.31,0.7319999933242798,0.3029361200026936
RandomEvaluator(),0.311,0.7300000190734863,0.3034306692303192
RandomEvaluator(),0.312,0.7300000190734863,0.3037290103088575
RandomEvaluator(),0.313,0.7120000123977661,0.3055074561647251
RandomEvaluator(),0.314,0.7179999947547913,0.3077311713496549
RandomEvaluator(),0.315,0.7319999933242798,0.31068485310047783
RandomEvaluator(),0.316,0.7279999852180481,0.31367447044410135
RandomEvaluator(),0.317,0.7260000109672546,0.31457658840194846
RandomEvaluator(),0.318,0.7260000109672546,0.3176330080923854
RandomEvaluator(),0.319,0.7279999852180481,0.3178829887551077
RandomEvaluator(),0.32,0.7279999852180481,0.31856851345186515
RandomEvaluator(),0.321,0.7279999852180481,0.319287019129975
RandomEvaluator(),0.322,0.7279999852180481,0.32019139010545494
RandomEvaluator(),0.323,0.7260000109672546,0.32233807282065924
RandomEvaluator(),0.324,0.734000027179718,0.32255004308943697
RandomEvaluator(),0.325,0.7360000014305115,0.3226768292983419
RandomEvaluator(),0.326,0.7360000014305115,0.32320967969825576
RandomEvaluator(),0.327,0.7360000014305115,0.3232121718969334
RandomEvaluator(),0.328,0.7319999933242798,0.32455781116598015
RandomEvaluator(),0.329,0.734000027179718,0.32622818779877716
RandomEvaluator(),0.33,0.734000027179718,0.3265747285202755
RandomEvaluator(),0.331,0.7319999933242798,0.327890875384997
RandomEvaluator(),0.332,0.734000027179718,0.32791819570259695
RandomEvaluator(),0.333,0.734000027179718,0.3288000573036792
RandomEvaluator(),0.334,0.7360000014305115,0.32885236818458263
RandomEvaluator(),0.335,0.7360000014305115,0.3289137863369099
RandomEvaluator(),0.336,0.734000027179718,0.33029325697625683
RandomEvaluator(),0.337,0.734000027179718,0.33125993268714543
RandomEvaluator(),0.338,0.7419999837875366,0.3313366632166348
RandomEvaluator(),0.339,0.7400000095367432,0.33188666139734474
RandomEvaluator(),0.34,0.7360000014305115,0.33372674765990473
RandomEvaluator(),0.341,0.7279999852180481,0.335901638336932
RandomEvaluator(),0.342,0.7279999852180481,0.33728384674439355
RandomEvaluator(),0.343,0.7300000190734863,0.3374851204548616
RandomEvaluator(),0.344,0.7260000109672546,0.3396377015040145
RandomEvaluator(),0.345,0.7260000109672546,0.3403205436508938
RandomEvaluator(),0.346,0.7200000286102295,0.342610063219472
RandomEvaluator(),0.347,0.7200000286102295,0.34360449521675
RandomEvaluator(),0.348,0.7200000286102295,0.3438815578082731
RandomEvaluator(),0.349,0.722000002861023,0.3452406583733248
RandomEvaluator(),0.35,0.722000002861023,0.345356021521687
RandomEvaluator(),0.351,0.7179999947547913,0.3463544167957807
RandomEvaluator(),0.352,0.7120000123977661,0.34655308629863624
RandomEvaluator(),0.353,0.7139999866485596,0.34711997313250154
RandomEvaluator(),0.354,0.7139999866485596,0.34764155261122304
RandomEvaluator(),0.355,0.7279999852180481,0.35134630112711307
RandomEvaluator(),0.356,0.7379999756813049,0.3514877493548446
RandomEvaluator(),0.357,0.7459999918937683,0.3521659090569634
RandomEvaluator(),0.358,0.7459999918937683,0.35353234109872017
RandomEvaluator(),0.359,0.7440000176429749,0.3536277407280042
RandomEvaluator(),0.36,0.7440000176429749,0.35372554850708166
RandomEvaluator(),0.361,0.7459999918937683,0.35373132073766467
RandomEvaluator(),0.362,0.7419999837875366,0.3543957471532036
RandomEvaluator(),0.363,0.7419999837875366,0.3553827578624069
RandomEvaluator(),0.364,0.7400000095367432,0.3559487678705144
RandomEvaluator(),0.365,0.7440000176429749,0.3570152594239376
RandomEvaluator(),0.366,0.7419999837875366,0.3571446136085851
RandomEvaluator(),0.367,0.7440000176429749,0.35826161114047594
RandomEvaluator(),0.368,0.7480000257492065,0.35827162294560666
RandomEvaluator(),0.369,0.7480000257492065,0.36063489647658464
RandomEvaluator(),0.37,0.7480000257492065,0.3623497048911264
RandomEvaluator(),0.371,0.7480000257492065,0.3633775497738541
RandomEvaluator(),0.372,0.7459999918937683,0.364473886539722
RandomEvaluator(),0.373,0.7379999756813049,0.36559069302097336
RandomEvaluator(),0.374,0.7379999756813049,0.3663543246868074
RandomEvaluator(),0.375,0.7379999756813049,0.3664509931489084
RandomEvaluator(),0.376,0.7440000176429749,0.36687810564099194
RandomEvaluator(),0.377,0.7440000176429749,0.36747976221812967
RandomEvaluator(),0.378,0.7419999837875366,0.3686962909316595
RandomEvaluator(),0.379,0.7400000095367432,0.36924413075788487
RandomEvaluator(),0.38,0.7419999837875366,0.3693221714594636
RandomEvaluator(),0.381,0.7419999837875366,0.3701068966252413
RandomEvaluator(),0.382,0.7400000095367432,0.370240441465531
RandomEvaluator(),0.383,0.734000027179718,0.372256239743188
RandomEvaluator(),0.384,0.7360000014305115,0.37279857602218286
RandomEvaluator(),0.385,0.7379999756813049,0.37316557780437
RandomEvaluator(),0.386,0.7400000095367432,0.3731697475179215
RandomEvaluator(),0.387,0.7239999771118164,0.37437871843729176
RandomEvaluator(),0.388,0.7200000286102295,0.37473471003656994
RandomEvaluator(),0.389,0.7260000109672546,0.3757220258241249
RandomEvaluator(),0.39,0.7239999771118164,0.3770902424187924
RandomEvaluator(),0.391,0.722000002861023,0.3786793427575495
RandomEvaluator(),0.392,0.7200000286102295,0.3792012843880906
RandomEvaluator(),0.393,0.7179999947547913,0.37948413744934356
RandomEvaluator(),0.394,0.7200000286102295,0.3795593448827629
RandomEvaluator(),0.395,0.722000002861023,0.3796573353221158
RandomEvaluator(),0.396,0.7279999852180481,0.37990318008756835
RandomEvaluator(),0.397,0.7279999852180481,0.38132429412709623
RandomEvaluator(),0.398,0.7300000190734863,0.38245772321931254
RandomEvaluator(),0.399,0.7279999852180481,0.3824692807794673
RandomEvaluator(),0.4,0.734000027179718,0.382497434068978
RandomEvaluator(),0.401,0.7319999933242798,0.38335828666228633
RandomEvaluator(),0.402,0.7319999933242798,0.3842077280659021
RandomEvaluator(),0.403,0.7319999933242798,0.38466354800991864
RandomEvaluator(),0.404,0.7400000095367432,0.38685760541668607
RandomEvaluator(),0.405,0.7400000095367432,0.3890506780446666
RandomEvaluator(),0.406,0.7400000095367432,0.3892235437218839
RandomEvaluator(),0.407,0.7400000095367432,0.38925534116317356
RandomEvaluator(),0.408,0.7400000095367432,0.38951790987413104
RandomEvaluator(),0.409,0.7379999756813049,0.39148457398251746
RandomEvaluator(),0.41,0.7300000190734863,0.3938638739855109
RandomEvaluator(),0.411,0.734000027179718,0.39393771610654266
RandomEvaluator(),0.412,0.7319999933242798,0.3942972930899589
RandomEvaluator(),0.413,0.734000027179718,0.395014569122321
RandomEvaluator(),0.414,0.734000027179718,0.39736513115339644
RandomEvaluator(),0.415,0.734000027179718,0.3989988225711466
RandomEvaluator(),0.416,0.734000027179718,0.40036705304523335
RandomEvaluator(),0.417,0.7379999756813049,0.40152104364633046
RandomEvaluator(),0.418,0.7300000190734863,0.4040630185425224
RandomEvaluator(),0.419,0.7260000109672546,0.40432361306092
RandomEvaluator(),0.42,0.7300000190734863,0.4050333752255035
RandomEvaluator(),0.421,0.734000027179718,0.4056156614861288
RandomEvaluator(),0.422,0.734000027179718,0.4059183882139959
RandomEvaluator(),0.423,0.7319999933242798,0.4067222660409882
RandomEvaluator(),0.424,0.734000027179718,0.40790163629322895
RandomEvaluator(),0.425,0.7319999933242798,0.40934791168869
RandomEvaluator(),0.426,0.7319999933242798,0.41013864140480105
RandomEvaluator(),0.427,0.734000027179718,0.411843518113008
RandomEvaluator(),0.428,0.7319999933242798,0.4118570872381954
RandomEvaluator(),0.429,0.734000027179718,0.41245690497118104
RandomEvaluator(),0.43,0.7360000014305115,0.41251258123199475
RandomEvaluator(),0.431,0.734000027179718,0.41287357430866506
RandomEvaluator(),0.432,0.734000027179718,0.41565223329622575
RandomEvaluator(),0.433,0.7279999852180481,0.41617523337993356
RandomEvaluator(),0.434,0.7300000190734863,0.4163819825796541
RandomEvaluator(),0.435,0.7279999852180481,0.41717501637729476
RandomEvaluator(),0.436,0.7279999852180481,0.41736830706351197
RandomEvaluator(),0.437,0.7279999852180481,0.41739940197083747
RandomEvaluator(),0.438,0.7279999852180481,0.4175792234305823
RandomEvaluator(),0.439,0.7279999852180481,0.4192327540600496
RandomEvaluator(),0.44,0.7279999852180481,0.419827573580983
RandomEvaluator(),0.441,0.7279999852180481,0.41984538908167535
