,frac_datapoints_explored,Metrics.ACCURACY_at_datavalues,axis
LeaveOneOut(),0.226,0.6880000233650208,0.0
LeaveOneOut(),0.227,0.6919999718666077,0.0
LeaveOneOut(),0.228,0.6919999718666077,0.0
LeaveOneOut(),0.229,0.6800000071525574,0.0
LeaveOneOut(),0.23,0.6759999990463257,0.0
LeaveOneOut(),0.231,0.6800000071525574,0.0
LeaveOneOut(),0.232,0.6819999814033508,0.0
LeaveOneOut(),0.233,0.6819999814033508,0.0
LeaveOneOut(),0.234,0.6819999814033508,0.0
LeaveOneOut(),0.235,0.6819999814033508,0.0
LeaveOneOut(),0.236,0.6840000152587891,0.0
LeaveOneOut(),0.237,0.6880000233650208,0.0
LeaveOneOut(),0.238,0.6819999814033508,0.0
LeaveOneOut(),0.239,0.6819999814033508,0.0
LeaveOneOut(),0.24,0.6800000071525574,0.0
LeaveOneOut(),0.241,0.6800000071525574,0.0
LeaveOneOut(),0.242,0.6779999732971191,0.0
LeaveOneOut(),0.243,0.6779999732971191,0.0
LeaveOneOut(),0.244,0.6779999732971191,0.0
LeaveOneOut(),0.245,0.6740000247955322,0.0
LeaveOneOut(),0.246,0.6779999732971191,0.0
LeaveOneOut(),0.247,0.6779999732971191,0.0
LeaveOneOut(),0.248,0.6740000247955322,0.0
LeaveOneOut(),0.249,0.671999990940094,0.0
LeaveOneOut(),0.25,0.671999990940094,0.0
LeaveOneOut(),0.251,0.671999990940094,0.0
LeaveOneOut(),0.252,0.6759999990463257,0.0
LeaveOneOut(),0.253,0.6779999732971191,0.0
LeaveOneOut(),0.254,0.6759999990463257,0.0
LeaveOneOut(),0.255,0.6740000247955322,0.0
LeaveOneOut(),0.256,0.6679999828338623,0.0
LeaveOneOut(),0.257,0.6779999732971191,0.0
LeaveOneOut(),0.258,0.6800000071525574,0.0
LeaveOneOut(),0.259,0.6819999814033508,0.0
LeaveOneOut(),0.26,0.6859999895095825,0.0
LeaveOneOut(),0.261,0.6859999895095825,0.0
LeaveOneOut(),0.262,0.6800000071525574,0.0
LeaveOneOut(),0.263,0.6800000071525574,0.0
LeaveOneOut(),0.264,0.6819999814033508,0.0
LeaveOneOut(),0.265,0.6959999799728394,0.0
LeaveOneOut(),0.266,0.6959999799728394,0.0
LeaveOneOut(),0.267,0.6959999799728394,0.0
LeaveOneOut(),0.268,0.6899999976158142,0.0
LeaveOneOut(),0.269,0.6959999799728394,0.0
LeaveOneOut(),0.27,0.6980000138282776,0.0
LeaveOneOut(),0.271,0.6899999976158142,0.0
LeaveOneOut(),0.272,0.6899999976158142,0.0
LeaveOneOut(),0.273,0.6980000138282776,0.0
LeaveOneOut(),0.274,0.6980000138282776,0.0
LeaveOneOut(),0.275,0.6800000071525574,0.0
LeaveOneOut(),0.276,0.6819999814033508,0.0
LeaveOneOut(),0.277,0.6840000152587891,0.0
LeaveOneOut(),0.278,0.6840000152587891,0.0
LeaveOneOut(),0.279,0.6840000152587891,0.0
LeaveOneOut(),0.28,0.6840000152587891,0.0
LeaveOneOut(),0.281,0.6840000152587891,0.0
LeaveOneOut(),0.282,0.6819999814033508,0.0
LeaveOneOut(),0.283,0.6819999814033508,0.0
LeaveOneOut(),0.284,0.6919999718666077,0.0
LeaveOneOut(),0.285,0.6940000057220459,0.0
LeaveOneOut(),0.286,0.6899999976158142,0.0
LeaveOneOut(),0.287,0.6919999718666077,0.0
LeaveOneOut(),0.288,0.6859999895095825,0.0
LeaveOneOut(),0.289,0.6859999895095825,0.0
LeaveOneOut(),0.29,0.6840000152587891,0.0
LeaveOneOut(),0.291,0.6899999976158142,0.0
LeaveOneOut(),0.292,0.6899999976158142,0.0
LeaveOneOut(),0.293,0.6840000152587891,0.0
LeaveOneOut(),0.294,0.6840000152587891,0.0
LeaveOneOut(),0.295,0.6840000152587891,0.0
LeaveOneOut(),0.296,0.6880000233650208,0.0
LeaveOneOut(),0.297,0.6800000071525574,0.0
LeaveOneOut(),0.298,0.6819999814033508,0.0
LeaveOneOut(),0.299,0.6800000071525574,0.0
LeaveOneOut(),0.3,0.6779999732971191,0.0
LeaveOneOut(),0.301,0.6819999814033508,0.0
LeaveOneOut(),0.302,0.6819999814033508,0.0
LeaveOneOut(),0.303,0.6819999814033508,0.0
LeaveOneOut(),0.304,0.6840000152587891,0.0
LeaveOneOut(),0.305,0.6819999814033508,0.0
LeaveOneOut(),0.306,0.6899999976158142,0.0
LeaveOneOut(),0.307,0.6819999814033508,0.0
LeaveOneOut(),0.308,0.6779999732971191,0.0
LeaveOneOut(),0.309,0.6800000071525574,0.0
LeaveOneOut(),0.31,0.6819999814033508,0.0
LeaveOneOut(),0.311,0.6779999732971191,0.0
LeaveOneOut(),0.312,0.6740000247955322,0.0
LeaveOneOut(),0.313,0.6620000004768372,0.0
LeaveOneOut(),0.314,0.6620000004768372,0.0
LeaveOneOut(),0.315,0.6620000004768372,0.0
LeaveOneOut(),0.316,0.6620000004768372,0.0
LeaveOneOut(),0.317,0.6660000085830688,0.0
LeaveOneOut(),0.318,0.6639999747276306,0.0
LeaveOneOut(),0.319,0.6660000085830688,0.0
LeaveOneOut(),0.32,0.671999990940094,0.0
LeaveOneOut(),0.321,0.6679999828338623,0.0
LeaveOneOut(),0.322,0.6700000166893005,0.0
LeaveOneOut(),0.323,0.6700000166893005,0.0
LeaveOneOut(),0.324,0.671999990940094,0.0
LeaveOneOut(),0.325,0.671999990940094,0.0
LeaveOneOut(),0.326,0.671999990940094,0.0
LeaveOneOut(),0.327,0.6819999814033508,0.0
LeaveOneOut(),0.328,0.6940000057220459,0.0
LeaveOneOut(),0.329,0.6880000233650208,0.0
LeaveOneOut(),0.33,0.6899999976158142,0.0
LeaveOneOut(),0.331,0.6899999976158142,0.0
LeaveOneOut(),0.332,0.6800000071525574,0.0
LeaveOneOut(),0.333,0.6800000071525574,0.0
LeaveOneOut(),0.334,0.6740000247955322,0.0
LeaveOneOut(),0.335,0.6700000166893005,0.0
LeaveOneOut(),0.336,0.6700000166893005,0.0
LeaveOneOut(),0.337,0.671999990940094,0.0
LeaveOneOut(),0.338,0.6779999732971191,0.0
LeaveOneOut(),0.339,0.6840000152587891,0.0
LeaveOneOut(),0.34,0.6840000152587891,0.0
LeaveOneOut(),0.341,0.6759999990463257,0.0
LeaveOneOut(),0.342,0.6800000071525574,0.0
LeaveOneOut(),0.343,0.6800000071525574,0.0
LeaveOneOut(),0.344,0.6840000152587891,0.0
LeaveOneOut(),0.345,0.6859999895095825,0.0
LeaveOneOut(),0.346,0.6940000057220459,0.0
LeaveOneOut(),0.347,0.6940000057220459,0.0
LeaveOneOut(),0.348,0.6940000057220459,0.0
LeaveOneOut(),0.349,0.6880000233650208,0.0
LeaveOneOut(),0.35,0.6880000233650208,0.0
LeaveOneOut(),0.351,0.6880000233650208,0.0
LeaveOneOut(),0.352,0.6880000233650208,0.0
LeaveOneOut(),0.353,0.6819999814033508,0.0
LeaveOneOut(),0.354,0.6840000152587891,0.0
LeaveOneOut(),0.355,0.6859999895095825,0.0
LeaveOneOut(),0.356,0.6759999990463257,0.0
LeaveOneOut(),0.357,0.6819999814033508,0.0
LeaveOneOut(),0.358,0.6819999814033508,0.0
LeaveOneOut(),0.359,0.6840000152587891,0.0
LeaveOneOut(),0.36,0.6819999814033508,0.0
LeaveOneOut(),0.361,0.6819999814033508,0.0
LeaveOneOut(),0.362,0.6800000071525574,0.0
LeaveOneOut(),0.363,0.6779999732971191,0.0
LeaveOneOut(),0.364,0.6779999732971191,0.0
LeaveOneOut(),0.365,0.6840000152587891,0.0
LeaveOneOut(),0.366,0.6859999895095825,0.0
LeaveOneOut(),0.367,0.6800000071525574,0.0
LeaveOneOut(),0.368,0.6779999732971191,0.0
LeaveOneOut(),0.369,0.6880000233650208,0.0
LeaveOneOut(),0.37,0.6919999718666077,0.0
LeaveOneOut(),0.371,0.6899999976158142,0.0
LeaveOneOut(),0.372,0.6919999718666077,0.0
LeaveOneOut(),0.373,0.6759999990463257,0.0
LeaveOneOut(),0.374,0.6819999814033508,0.0
LeaveOneOut(),0.375,0.6840000152587891,0.0
LeaveOneOut(),0.376,0.6819999814033508,0.0
LeaveOneOut(),0.377,0.6779999732971191,0.0
LeaveOneOut(),0.378,0.6819999814033508,0.0
LeaveOneOut(),0.379,0.6819999814033508,0.0
LeaveOneOut(),0.38,0.6840000152587891,0.0
LeaveOneOut(),0.381,0.6779999732971191,0.0
LeaveOneOut(),0.382,0.6779999732971191,0.0
LeaveOneOut(),0.383,0.6819999814033508,0.0
LeaveOneOut(),0.384,0.6859999895095825,0.0
LeaveOneOut(),0.385,0.6859999895095825,0.0
LeaveOneOut(),0.386,0.6940000057220459,0.0
LeaveOneOut(),0.387,0.6899999976158142,0.0
LeaveOneOut(),0.388,0.6940000057220459,0.0
LeaveOneOut(),0.389,0.6919999718666077,0.0
LeaveOneOut(),0.39,0.7039999961853027,0.0
LeaveOneOut(),0.391,0.7080000042915344,0.0
LeaveOneOut(),0.392,0.7080000042915344,0.0
LeaveOneOut(),0.393,0.7020000219345093,0.0
LeaveOneOut(),0.394,0.7059999704360962,0.0
LeaveOneOut(),0.395,0.7059999704360962,0.0
LeaveOneOut(),0.396,0.7059999704360962,0.0
LeaveOneOut(),0.397,0.7120000123977661,0.0
LeaveOneOut(),0.398,0.7039999961853027,0.0
LeaveOneOut(),0.399,0.7039999961853027,0.0
LeaveOneOut(),0.4,0.7080000042915344,0.0
LeaveOneOut(),0.401,0.7080000042915344,0.0
LeaveOneOut(),0.402,0.7080000042915344,0.0
LeaveOneOut(),0.403,0.7059999704360962,0.0
LeaveOneOut(),0.404,0.7080000042915344,0.0
LeaveOneOut(),0.405,0.7039999961853027,0.0
LeaveOneOut(),0.406,0.7020000219345093,0.0
LeaveOneOut(),0.407,0.7039999961853027,0.0
LeaveOneOut(),0.408,0.7099999785423279,0.0
LeaveOneOut(),0.409,0.7080000042915344,0.0
LeaveOneOut(),0.41,0.7080000042915344,0.0
LeaveOneOut(),0.411,0.7120000123977661,0.0
LeaveOneOut(),0.412,0.7139999866485596,0.0
LeaveOneOut(),0.413,0.7099999785423279,0.0
LeaveOneOut(),0.414,0.7260000109672546,0.0
LeaveOneOut(),0.415,0.722000002861023,0.0
LeaveOneOut(),0.416,0.7120000123977661,0.0
LeaveOneOut(),0.417,0.7279999852180481,0.0
LeaveOneOut(),0.418,0.7239999771118164,0.0
LeaveOneOut(),0.419,0.7279999852180481,0.0
LeaveOneOut(),0.42,0.7300000190734863,0.0
LeaveOneOut(),0.421,0.7300000190734863,0.0
LeaveOneOut(),0.422,0.7319999933242798,0.0
LeaveOneOut(),0.423,0.7260000109672546,0.0
LeaveOneOut(),0.424,0.7179999947547913,0.0
LeaveOneOut(),0.425,0.7260000109672546,0.0
LeaveOneOut(),0.426,0.7260000109672546,0.0
LeaveOneOut(),0.427,0.7260000109672546,0.0
LeaveOneOut(),0.428,0.7239999771118164,0.0
LeaveOneOut(),0.429,0.7239999771118164,0.0
LeaveOneOut(),0.43,0.7200000286102295,0.0
LeaveOneOut(),0.431,0.7260000109672546,0.0
LeaveOneOut(),0.432,0.7319999933242798,0.0
LeaveOneOut(),0.433,0.7379999756813049,0.0
LeaveOneOut(),0.434,0.7260000109672546,0.0
LeaveOneOut(),0.435,0.7319999933242798,0.0
LeaveOneOut(),0.436,0.7279999852180481,0.0
LeaveOneOut(),0.437,0.7300000190734863,0.0
LeaveOneOut(),0.438,0.7300000190734863,0.0
LeaveOneOut(),0.439,0.7300000190734863,0.0
LeaveOneOut(),0.44,0.7319999933242798,0.0
LeaveOneOut(),0.441,0.734000027179718,0.0
LeaveOneOut(),0.442,0.7319999933242798,0.0
LeaveOneOut(),0.443,0.7379999756813049,0.0
LeaveOneOut(),0.444,0.7379999756813049,0.0
LeaveOneOut(),0.445,0.7379999756813049,0.0
LeaveOneOut(),0.446,0.734000027179718,0.0
LeaveOneOut(),0.447,0.7319999933242798,0.0
LeaveOneOut(),0.448,0.7360000014305115,0.0
LeaveOneOut(),0.449,0.7300000190734863,0.0
LeaveOneOut(),0.45,0.7300000190734863,0.0
LeaveOneOut(),0.451,0.7300000190734863,0.0
LeaveOneOut(),0.452,0.7360000014305115,0.0
LeaveOneOut(),0.453,0.7379999756813049,0.0
LeaveOneOut(),0.454,0.7360000014305115,0.0
LeaveOneOut(),0.455,0.7300000190734863,0.0
LeaveOneOut(),0.456,0.7360000014305115,0.0
LeaveOneOut(),0.457,0.7300000190734863,0.0
LeaveOneOut(),0.458,0.7419999837875366,0.0
LeaveOneOut(),0.459,0.7419999837875366,0.0
LeaveOneOut(),0.46,0.7400000095367432,0.0
LeaveOneOut(),0.461,0.7400000095367432,0.0
LeaveOneOut(),0.462,0.7480000257492065,0.0
LeaveOneOut(),0.463,0.7480000257492065,0.0
LeaveOneOut(),0.464,0.7480000257492065,0.0
LeaveOneOut(),0.465,0.7480000257492065,0.0
LeaveOneOut(),0.466,0.7459999918937683,0.0
LeaveOneOut(),0.467,0.7440000176429749,0.0
LeaveOneOut(),0.468,0.7440000176429749,0.0
LeaveOneOut(),0.469,0.7459999918937683,0.0
LeaveOneOut(),0.47,0.7440000176429749,0.0
LeaveOneOut(),0.471,0.7480000257492065,0.0
LeaveOneOut(),0.472,0.7459999918937683,0.0
LeaveOneOut(),0.473,0.7580000162124634,0.0
LeaveOneOut(),0.474,0.7580000162124634,0.0
LeaveOneOut(),0.475,0.7540000081062317,0.0
LeaveOneOut(),0.476,0.7540000081062317,0.0
LeaveOneOut(),0.477,0.7480000257492065,0.0
LeaveOneOut(),0.478,0.7480000257492065,0.0
LeaveOneOut(),0.479,0.7480000257492065,0.0
LeaveOneOut(),0.48,0.7480000257492065,0.0
LeaveOneOut(),0.481,0.7419999837875366,0.0
LeaveOneOut(),0.482,0.7419999837875366,0.0
LeaveOneOut(),0.483,0.75,0.0
LeaveOneOut(),0.484,0.7519999742507935,0.0
LeaveOneOut(),0.485,0.7519999742507935,0.0
LeaveOneOut(),0.486,0.7540000081062317,0.0
LeaveOneOut(),0.487,0.75,0.0
LeaveOneOut(),0.488,0.75,0.0
LeaveOneOut(),0.489,0.7459999918937683,0.0
LeaveOneOut(),0.49,0.7480000257492065,0.0
LeaveOneOut(),0.491,0.7480000257492065,0.0
LeaveOneOut(),0.492,0.7419999837875366,0.0
LeaveOneOut(),0.493,0.7419999837875366,0.0
LeaveOneOut(),0.494,0.7440000176429749,0.0
LeaveOneOut(),0.495,0.7400000095367432,0.0
LeaveOneOut(),0.496,0.7400000095367432,0.0
LeaveOneOut(),0.497,0.7400000095367432,0.0
LeaveOneOut(),0.498,0.7459999918937683,0.0
LeaveOneOut(),0.499,0.7459999918937683,0.0
LeaveOneOut(),0.5,0.7440000176429749,0.0
LeaveOneOut(),0.501,0.7440000176429749,0.0
LeaveOneOut(),0.502,0.7440000176429749,0.0
LeaveOneOut(),0.503,0.7440000176429749,0.0
LeaveOneOut(),0.504,0.7419999837875366,0.0
LeaveOneOut(),0.505,0.7419999837875366,0.0
LeaveOneOut(),0.506,0.7440000176429749,0.0
LeaveOneOut(),0.507,0.7440000176429749,0.0
LeaveOneOut(),0.508,0.7419999837875366,0.0
LeaveOneOut(),0.509,0.7400000095367432,0.0
LeaveOneOut(),0.51,0.7400000095367432,0.0
LeaveOneOut(),0.511,0.7400000095367432,0.0
LeaveOneOut(),0.512,0.7459999918937683,0.0
LeaveOneOut(),0.513,0.7440000176429749,0.0
LeaveOneOut(),0.514,0.75,0.0
LeaveOneOut(),0.515,0.7480000257492065,0.0
LeaveOneOut(),0.516,0.75,0.0
LeaveOneOut(),0.517,0.75,0.0
LeaveOneOut(),0.518,0.7519999742507935,0.0
LeaveOneOut(),0.519,0.7540000081062317,0.0
LeaveOneOut(),0.52,0.7540000081062317,0.0
LeaveOneOut(),0.521,0.7519999742507935,0.0
LeaveOneOut(),0.522,0.7480000257492065,0.0
LeaveOneOut(),0.523,0.75,0.0
LeaveOneOut(),0.524,0.7540000081062317,0.0
LeaveOneOut(),0.525,0.7559999823570251,0.0
LeaveOneOut(),0.526,0.7580000162124634,0.0
LeaveOneOut(),0.527,0.7580000162124634,0.0
LeaveOneOut(),0.528,0.7580000162124634,0.0
LeaveOneOut(),0.529,0.7559999823570251,0.0
LeaveOneOut(),0.53,0.7519999742507935,0.0
LeaveOneOut(),0.531,0.7519999742507935,0.0
LeaveOneOut(),0.532,0.7519999742507935,0.0
LeaveOneOut(),0.533,0.7519999742507935,0.0
LeaveOneOut(),0.534,0.7459999918937683,0.0
LeaveOneOut(),0.535,0.7480000257492065,0.0
LeaveOneOut(),0.536,0.7459999918937683,0.0
LeaveOneOut(),0.537,0.75,0.0
LeaveOneOut(),0.538,0.7459999918937683,0.0
LeaveOneOut(),0.539,0.7459999918937683,0.0
LeaveOneOut(),0.54,0.7459999918937683,0.0
LeaveOneOut(),0.541,0.7459999918937683,0.0
LeaveOneOut(),0.542,0.7480000257492065,0.0
LeaveOneOut(),0.543,0.7480000257492065,0.0
LeaveOneOut(),0.544,0.7480000257492065,0.0
LeaveOneOut(),0.545,0.7459999918937683,0.0
LeaveOneOut(),0.546,0.7519999742507935,0.0
LeaveOneOut(),0.547,0.7519999742507935,0.0
LeaveOneOut(),0.548,0.7519999742507935,0.0
LeaveOneOut(),0.549,0.7440000176429749,0.0
LeaveOneOut(),0.55,0.7480000257492065,0.0
LeaveOneOut(),0.551,0.7480000257492065,0.0
LeaveOneOut(),0.552,0.7519999742507935,0.0
LeaveOneOut(),0.553,0.7519999742507935,0.0
LeaveOneOut(),0.554,0.7540000081062317,0.0
LeaveOneOut(),0.555,0.7540000081062317,0.0
LeaveOneOut(),0.556,0.7519999742507935,0.0
LeaveOneOut(),0.557,0.75,0.0
LeaveOneOut(),0.558,0.7519999742507935,0.0
LeaveOneOut(),0.559,0.7559999823570251,0.0
LeaveOneOut(),0.56,0.7540000081062317,0.0
LeaveOneOut(),0.561,0.7599999904632568,0.0
LeaveOneOut(),0.562,0.7580000162124634,0.0
LeaveOneOut(),0.563,0.7519999742507935,0.0
LeaveOneOut(),0.564,0.7580000162124634,0.0
LeaveOneOut(),0.565,0.7639999985694885,0.0
LeaveOneOut(),0.566,0.7639999985694885,0.0
LeaveOneOut(),0.567,0.7580000162124634,0.0
LeaveOneOut(),0.568,0.7580000162124634,0.0
LeaveOneOut(),0.569,0.7580000162124634,0.0
LeaveOneOut(),0.57,0.7599999904632568,0.0
LeaveOneOut(),0.571,0.7599999904632568,0.0
LeaveOneOut(),0.572,0.7599999904632568,0.0
LeaveOneOut(),0.573,0.7559999823570251,0.0
LeaveOneOut(),0.574,0.7599999904632568,0.0
LeaveOneOut(),0.575,0.7620000243186951,0.0
LeaveOneOut(),0.576,0.7620000243186951,0.0
LeaveOneOut(),0.577,0.765999972820282,0.0
LeaveOneOut(),0.578,0.7639999985694885,0.0
LeaveOneOut(),0.579,0.7599999904632568,0.0
LeaveOneOut(),0.58,0.7599999904632568,0.0
LeaveOneOut(),0.581,0.765999972820282,0.0
LeaveOneOut(),0.582,0.7680000066757202,0.0
LeaveOneOut(),0.583,0.7680000066757202,0.0
LeaveOneOut(),0.584,0.7639999985694885,0.0
LeaveOneOut(),0.585,0.7680000066757202,0.0
LeaveOneOut(),0.586,0.7680000066757202,0.0
LeaveOneOut(),0.587,0.7680000066757202,0.0
LeaveOneOut(),0.588,0.7639999985694885,0.0
LeaveOneOut(),0.589,0.7639999985694885,0.0
LeaveOneOut(),0.59,0.7639999985694885,0.0
LeaveOneOut(),0.591,0.7639999985694885,0.0
LeaveOneOut(),0.592,0.7620000243186951,0.0
LeaveOneOut(),0.593,0.7620000243186951,0.0
LeaveOneOut(),0.594,0.7620000243186951,0.0
LeaveOneOut(),0.595,0.7620000243186951,0.0
LeaveOneOut(),0.596,0.7620000243186951,0.0
LeaveOneOut(),0.597,0.7639999985694885,0.0
LeaveOneOut(),0.598,0.7620000243186951,0.0
LeaveOneOut(),0.599,0.7559999823570251,0.0
LeaveOneOut(),0.6,0.7599999904632568,0.0
LeaveOneOut(),0.601,0.7620000243186951,0.0
LeaveOneOut(),0.602,0.765999972820282,0.0
LeaveOneOut(),0.603,0.765999972820282,0.0
LeaveOneOut(),0.604,0.7680000066757202,0.0
LeaveOneOut(),0.605,0.7699999809265137,0.0
LeaveOneOut(),0.606,0.7639999985694885,0.0
LeaveOneOut(),0.607,0.7699999809265137,0.0
LeaveOneOut(),0.608,0.7680000066757202,0.0
LeaveOneOut(),0.609,0.7720000147819519,0.0
LeaveOneOut(),0.61,0.7720000147819519,0.0
LeaveOneOut(),0.611,0.7760000228881836,0.0
LeaveOneOut(),0.612,0.7720000147819519,0.0
LeaveOneOut(),0.613,0.7760000228881836,0.0
LeaveOneOut(),0.614,0.7720000147819519,0.0
LeaveOneOut(),0.615,0.7699999809265137,0.0
LeaveOneOut(),0.616,0.7699999809265137,0.0
LeaveOneOut(),0.617,0.7699999809265137,0.0
LeaveOneOut(),0.618,0.7720000147819519,0.0
LeaveOneOut(),0.619,0.7739999890327454,0.0
LeaveOneOut(),0.62,0.7760000228881836,0.0
LeaveOneOut(),0.621,0.7739999890327454,0.0
LeaveOneOut(),0.622,0.7760000228881836,0.0
LeaveOneOut(),0.623,0.7760000228881836,0.0
LeaveOneOut(),0.624,0.7799999713897705,0.0
LeaveOneOut(),0.625,0.777999997138977,0.0
LeaveOneOut(),0.626,0.7799999713897705,0.0
LeaveOneOut(),0.627,0.7799999713897705,0.0
LeaveOneOut(),0.628,0.777999997138977,0.0
LeaveOneOut(),0.629,0.7799999713897705,0.0
LeaveOneOut(),0.63,0.777999997138977,0.0
LeaveOneOut(),0.631,0.777999997138977,0.0
LeaveOneOut(),0.632,0.7739999890327454,0.0
LeaveOneOut(),0.633,0.7739999890327454,0.0
LeaveOneOut(),0.634,0.7739999890327454,0.0
LeaveOneOut(),0.635,0.7699999809265137,0.0
LeaveOneOut(),0.636,0.7699999809265137,0.0
LeaveOneOut(),0.637,0.7699999809265137,0.0
LeaveOneOut(),0.638,0.7699999809265137,0.0
LeaveOneOut(),0.639,0.7720000147819519,0.0
LeaveOneOut(),0.64,0.7720000147819519,0.0
LeaveOneOut(),0.641,0.7720000147819519,0.0
LeaveOneOut(),0.642,0.7680000066757202,0.0
LeaveOneOut(),0.643,0.7720000147819519,0.0
LeaveOneOut(),0.644,0.7680000066757202,0.0
LeaveOneOut(),0.645,0.777999997138977,0.0
LeaveOneOut(),0.646,0.777999997138977,0.0
LeaveOneOut(),0.647,0.7739999890327454,0.0
LeaveOneOut(),0.648,0.7720000147819519,0.0
LeaveOneOut(),0.649,0.7720000147819519,0.0
LeaveOneOut(),0.65,0.7739999890327454,0.0
LeaveOneOut(),0.651,0.777999997138977,0.0
LeaveOneOut(),0.652,0.777999997138977,0.0
LeaveOneOut(),0.653,0.7739999890327454,0.0
LeaveOneOut(),0.654,0.7720000147819519,0.0
LeaveOneOut(),0.655,0.7699999809265137,0.0
LeaveOneOut(),0.656,0.7699999809265137,0.0
LeaveOneOut(),0.657,0.7720000147819519,0.0
LeaveOneOut(),0.658,0.7739999890327454,0.0
LeaveOneOut(),0.659,0.7720000147819519,0.0
LeaveOneOut(),0.66,0.7739999890327454,0.0
LeaveOneOut(),0.661,0.7720000147819519,0.0
LeaveOneOut(),0.662,0.7699999809265137,0.0
LeaveOneOut(),0.663,0.7680000066757202,0.0
LeaveOneOut(),0.664,0.7699999809265137,0.0
LeaveOneOut(),0.665,0.7720000147819519,0.0
LeaveOneOut(),0.666,0.7720000147819519,0.0
LeaveOneOut(),0.667,0.7720000147819519,0.0
LeaveOneOut(),0.668,0.7720000147819519,0.0
LeaveOneOut(),0.669,0.7699999809265137,0.0
LeaveOneOut(),0.67,0.7699999809265137,0.0
LeaveOneOut(),0.671,0.7699999809265137,0.0
LeaveOneOut(),0.672,0.7720000147819519,0.0
LeaveOneOut(),0.673,0.7760000228881836,0.0
LeaveOneOut(),0.674,0.7739999890327454,0.0
LeaveOneOut(),0.675,0.7760000228881836,0.0
LeaveOneOut(),0.676,0.7739999890327454,0.0
LeaveOneOut(),0.677,0.765999972820282,0.0
LeaveOneOut(),0.678,0.765999972820282,0.0
LeaveOneOut(),0.679,0.765999972820282,0.0
LeaveOneOut(),0.68,0.7720000147819519,0.0
LeaveOneOut(),0.681,0.7699999809265137,0.0
LeaveOneOut(),0.682,0.7720000147819519,0.0
LeaveOneOut(),0.683,0.7680000066757202,0.0
LeaveOneOut(),0.684,0.7699999809265137,0.0
LeaveOneOut(),0.685,0.7699999809265137,0.0
LeaveOneOut(),0.686,0.7739999890327454,0.0
LeaveOneOut(),0.687,0.777999997138977,0.0
LeaveOneOut(),0.688,0.777999997138977,0.0
LeaveOneOut(),0.689,0.7839999794960022,0.0
LeaveOneOut(),0.69,0.7839999794960022,0.0
LeaveOneOut(),0.691,0.7839999794960022,0.0
LeaveOneOut(),0.692,0.7839999794960022,0.0
LeaveOneOut(),0.693,0.7860000133514404,0.0
LeaveOneOut(),0.694,0.7879999876022339,0.0
LeaveOneOut(),0.695,0.7860000133514404,0.0
LeaveOneOut(),0.696,0.7900000214576721,0.0
LeaveOneOut(),0.697,0.7900000214576721,0.0
LeaveOneOut(),0.698,0.7900000214576721,0.0
LeaveOneOut(),0.699,0.7900000214576721,0.0
LeaveOneOut(),0.7,0.7900000214576721,0.0
LeaveOneOut(),0.701,0.7879999876022339,0.0
LeaveOneOut(),0.702,0.7879999876022339,0.0
LeaveOneOut(),0.703,0.7879999876022339,0.0
LeaveOneOut(),0.704,0.7839999794960022,0.0
LeaveOneOut(),0.705,0.7860000133514404,0.0
LeaveOneOut(),0.706,0.7820000052452087,0.0
LeaveOneOut(),0.707,0.7860000133514404,0.0
LeaveOneOut(),0.708,0.7839999794960022,0.0
LeaveOneOut(),0.709,0.7820000052452087,0.0
LeaveOneOut(),0.71,0.7820000052452087,0.0
LeaveOneOut(),0.711,0.7839999794960022,0.0
LeaveOneOut(),0.712,0.7839999794960022,0.0
LeaveOneOut(),0.713,0.7799999713897705,0.0
LeaveOneOut(),0.714,0.7799999713897705,0.0
LeaveOneOut(),0.715,0.7739999890327454,0.0
LeaveOneOut(),0.716,0.777999997138977,0.0
LeaveOneOut(),0.717,0.7760000228881836,0.0
LeaveOneOut(),0.718,0.7799999713897705,0.0
LeaveOneOut(),0.719,0.777999997138977,0.0
LeaveOneOut(),0.72,0.7860000133514404,0.0
LeaveOneOut(),0.721,0.7879999876022339,0.0
LeaveOneOut(),0.722,0.7860000133514404,0.0
LeaveOneOut(),0.723,0.7879999876022339,0.0
LeaveOneOut(),0.724,0.7879999876022339,0.0
LeaveOneOut(),0.725,0.7879999876022339,0.0
LeaveOneOut(),0.726,0.7879999876022339,0.0
LeaveOneOut(),0.727,0.7879999876022339,0.0
LeaveOneOut(),0.728,0.7860000133514404,0.0
LeaveOneOut(),0.729,0.7860000133514404,0.0
LeaveOneOut(),0.73,0.7820000052452087,0.0
LeaveOneOut(),0.731,0.7820000052452087,0.0
LeaveOneOut(),0.732,0.7799999713897705,0.0
LeaveOneOut(),0.733,0.7860000133514404,0.0
LeaveOneOut(),0.734,0.7839999794960022,0.0
LeaveOneOut(),0.735,0.7820000052452087,0.0
LeaveOneOut(),0.736,0.7860000133514404,0.0
LeaveOneOut(),0.737,0.7860000133514404,0.0
LeaveOneOut(),0.738,0.7839999794960022,0.0
LeaveOneOut(),0.739,0.7839999794960022,0.0
LeaveOneOut(),0.74,0.7799999713897705,0.0
LeaveOneOut(),0.741,0.7820000052452087,0.0
LeaveOneOut(),0.742,0.7820000052452087,0.0
LeaveOneOut(),0.743,0.777999997138977,0.0
LeaveOneOut(),0.744,0.7799999713897705,0.0
LeaveOneOut(),0.745,0.777999997138977,0.0
